State,Crop,Season,Year,Area,Production
Maharashtra,Wheat,Rabi,2020,364.2,1299.39
Tamil Nadu,Wheat,Kharif,2022,629.74,1547.1
Maharashtra,Cotton,Kharif,2021,400.11,1449.7
Maharashtra,Cotton,Kharif,2018,460.86,1444.53
Maharashtra,Maize,Kharif,2020,433.22,1894.57
Maharashtra,Wheat,Rabi,2018,209.81,682.9
Maharashtra,Wheat,Rabi,2018,951.69,4694.17
Punjab,Wheat,Kharif,2018,665.82,2425.86
Punjab,Rice,Kharif,2021,981.66,3330.71
Tamil Nadu,Maize,Kharif,2021,366.99,1133.12
Tamil Nadu,Rice,Kharif,2018,613.27,2969.7
Karnataka,Rice,Kharif,2019,62.04,245.7
Maharashtra,Wheat,Kharif,2023,737.43,2275.62
Maharashtra,Wheat,Rabi,2020,273.07,971.25
Tamil Nadu,Rice,Kharif,2023,814.07,2287.6
Tamil Nadu,Cotton,Kharif,2023,170.33,692.42
Punjab,Wheat,Kharif,2021,134.59,335.31
Tamil Nadu,Cotton,Kharif,2019,636.24,2054.07
Punjab,Rice,Rabi,2020,411.51,1519.91
Tamil Nadu,Cotton,Rabi,2018,338.41,1399.04
Maharashtra,Cotton,Rabi,2021,958.04,4720.65
Maharashtra,Rice,Kharif,2018,685.43,3014.23
Punjab,Maize,Kharif,2021,55.63,166.1
Tamil Nadu,Maize,Rabi,2023,151.16,566.95
Tamil Nadu,Rice,Rabi,2021,295.33,1141.65
Maharashtra,Cotton,Kharif,2019,704.75,2635.38
Punjab,Maize,Rabi,2020,576.58,1867.3
Maharashtra,Rice,Rabi,2022,548.89,2081.82
Tamil Nadu,Cotton,Kharif,2019,837.34,2616.52
Punjab,Maize,Kharif,2023,668.47,2337.3
Karnataka,Wheat,Rabi,2023,210.35,603.67
Karnataka,Maize,Kharif,2021,809.52,4034.15
Karnataka,Rice,Kharif,2022,107.44,347.69
Karnataka,Rice,Kharif,2019,597.92,1478.15
Maharashtra,Rice,Rabi,2023,545.51,2418.69
Maharashtra,Rice,Rabi,2023,432.85,1329.63
Maharashtra,Rice,Rabi,2019,807.87,1888.19
Karnataka,Maize,Kharif,2022,49.94,143.91
Tamil Nadu,Cotton,Kharif,2018,458.85,1917.52
Punjab,Rice,Rabi,2023,63.5,176.76
Tamil Nadu,Cotton,Rabi,2019,485.43,1517.96
Karnataka,Maize,Rabi,2022,51.3,233.15
Karnataka,Rice,Rabi,2020,796.93,1872.74
Punjab,Wheat,Rabi,2022,955.34,4414.63
Tamil Nadu,Maize,Kharif,2021,693.83,2843.58
Maharashtra,Wheat,Rabi,2020,897.29,2277.39
Karnataka,Wheat,Kharif,2023,654.82,2062.12
Tamil Nadu,Rice,Kharif,2023,995.16,2042.88
Punjab,Maize,Kharif,2023,104.91,214.09
Punjab,Wheat,Kharif,2019,631.51,1797.93
Maharashtra,Cotton,Kharif,2019,230.78,920.17
Karnataka,Cotton,Kharif,2019,247.23,1113.03
Karnataka,Maize,Kharif,2023,255.91,525.31
Punjab,Cotton,Rabi,2022,984.66,4162.99
Karnataka,Wheat,Rabi,2023,98.71,414.98
Maharashtra,Rice,Kharif,2019,915.19,1977.61
Tamil Nadu,Maize,Rabi,2023,73.33,299.75
Tamil Nadu,Maize,Rabi,2023,353.83,1021.34
Maharashtra,Cotton,Kharif,2022,863.26,2941.37
Punjab,Wheat,Kharif,2020,411.19,1689.51
Punjab,Maize,Rabi,2018,592.38,1824.91
Maharashtra,Cotton,Kharif,2023,916.32,2343.33
Karnataka,Maize,Kharif,2020,29.66,125.96
Tamil Nadu,Maize,Rabi,2022,197.37,789.72
Maharashtra,Cotton,Rabi,2023,141.01,350.66
Karnataka,Cotton,Rabi,2022,884.69,3050.22
Karnataka,Maize,Rabi,2020,365.21,1790.04
Karnataka,Wheat,Rabi,2022,863.16,2016.24
Tamil Nadu,Cotton,Rabi,2018,115.12,263.34
Karnataka,Rice,Kharif,2020,471.88,1583.35
Tamil Nadu,Cotton,Kharif,2019,180.22,660.59
Karnataka,Rice,Kharif,2021,380.53,981.55
Maharashtra,Maize,Kharif,2018,307.11,1078.91
Maharashtra,Wheat,Kharif,2018,433.5,2010.9
Maharashtra,Maize,Kharif,2023,600.91,2852.71
Tamil Nadu,Rice,Rabi,2021,191.62,534.93
Tamil Nadu,Rice,Rabi,2019,917.37,3376.71
Karnataka,Maize,Kharif,2019,493.19,1611.31
Maharashtra,Wheat,Rabi,2019,69.33,215.74
Tamil Nadu,Cotton,Kharif,2018,514.03,2348.94
Karnataka,Maize,Rabi,2019,397.9,937.04
Karnataka,Maize,Kharif,2020,515.44,1570.89
Punjab,Wheat,Kharif,2022,285.95,575.68
Tamil Nadu,Wheat,Kharif,2018,275.28,671.97
Maharashtra,Cotton,Rabi,2021,967.41,2979.67
Maharashtra,Maize,Rabi,2021,297.77,1140.48
Tamil Nadu,Wheat,Kharif,2018,44.8,97.88
Punjab,Rice,Rabi,2022,877.5,2905.89
Tamil Nadu,Cotton,Rabi,2022,681.76,2966.08
Karnataka,Maize,Kharif,2023,609.21,2386.56
Punjab,Rice,Rabi,2022,406.22,1282.68
Karnataka,Cotton,Rabi,2023,344.94,1023.38
Punjab,Rice,Rabi,2021,43.32,99.7
Karnataka,Maize,Rabi,2019,120.93,325.88
Karnataka,Rice,Rabi,2023,20.74,45.92
Karnataka,Maize,Kharif,2020,235.41,839.37
Maharashtra,Wheat,Kharif,2023,981.02,3856.64
Karnataka,Cotton,Kharif,2022,34.11,108.07
Tamil Nadu,Cotton,Rabi,2020,947.7,2205.54
Karnataka,Wheat,Rabi,2018,448.97,1602.52
Tamil Nadu,Maize,Kharif,2018,908.49,3109.33
Karnataka,Rice,Rabi,2021,946.97,2688.46
Tamil Nadu,Wheat,Rabi,2021,456.33,925.09
Karnataka,Wheat,Kharif,2018,237.92,1054.83
Maharashtra,Rice,Rabi,2018,980.75,2070.74
Tamil Nadu,Rice,Rabi,2020,760.04,2059.27
Karnataka,Maize,Rabi,2022,23.05,67.22
Tamil Nadu,Maize,Rabi,2023,320.04,883.15
Maharashtra,Cotton,Kharif,2019,151.53,524.79
Tamil Nadu,Maize,Kharif,2019,429.0,1078.77
Punjab,Rice,Rabi,2020,375.37,1798.69
Karnataka,Wheat,Rabi,2021,285.84,729.67
Karnataka,Rice,Kharif,2023,146.26,329.98
Punjab,Maize,Kharif,2021,274.82,1121.16
Punjab,Wheat,Rabi,2019,655.57,2407.4
Karnataka,Wheat,Kharif,2020,274.64,1140.34
Punjab,Wheat,Kharif,2021,438.18,1810.69
Karnataka,Wheat,Rabi,2022,166.16,777.67
Punjab,Rice,Kharif,2022,511.21,2147.61
Punjab,Wheat,Kharif,2020,913.6,2282.56
Maharashtra,Maize,Rabi,2022,136.39,613.17
Maharashtra,Maize,Rabi,2023,476.51,2151.49
Karnataka,Cotton,Kharif,2019,994.31,3900.97
Karnataka,Rice,Kharif,2019,193.72,837.45
Punjab,Wheat,Kharif,2018,88.72,331.17
Tamil Nadu,Wheat,Kharif,2018,469.79,1734.18
Punjab,Wheat,Rabi,2019,39.69,186.9
Maharashtra,Rice,Rabi,2022,294.3,975.19
Tamil Nadu,Wheat,Kharif,2022,823.76,2700.71
Maharashtra,Wheat,Rabi,2020,798.9,2646.41
Punjab,Maize,Rabi,2023,210.33,991.24
Tamil Nadu,Rice,Kharif,2021,126.3,436.26
Karnataka,Maize,Rabi,2020,818.64,4025.03
Tamil Nadu,Wheat,Kharif,2021,472.54,1469.54
Karnataka,Wheat,Kharif,2019,948.42,2773.76
Tamil Nadu,Cotton,Rabi,2022,360.92,958.39
Tamil Nadu,Maize,Kharif,2021,314.77,1046.32
Maharashtra,Maize,Rabi,2022,422.07,983.26
Karnataka,Rice,Rabi,2021,583.54,2815.77
Karnataka,Maize,Kharif,2019,242.37,706.73
Punjab,Rice,Rabi,2020,965.21,2774.91
Maharashtra,Maize,Kharif,2023,946.3,4509.62
Karnataka,Wheat,Kharif,2020,500.78,1881.97
Maharashtra,Wheat,Rabi,2023,237.76,1128.2
Tamil Nadu,Maize,Rabi,2023,193.55,858.34
Maharashtra,Maize,Kharif,2021,152.03,658.23
Punjab,Maize,Kharif,2022,902.83,2116.11
Punjab,Wheat,Rabi,2018,609.62,2410.06
Tamil Nadu,Maize,Kharif,2022,350.75,892.37
Tamil Nadu,Maize,Rabi,2020,22.05,83.5
Karnataka,Wheat,Rabi,2018,52.37,138.55
Maharashtra,Rice,Rabi,2023,600.96,1474.37
Tamil Nadu,Maize,Kharif,2020,958.9,3121.58
Karnataka,Maize,Rabi,2021,652.89,2325.11
Punjab,Maize,Kharif,2022,618.75,2068.68
Maharashtra,Maize,Kharif,2022,936.29,4004.2
Tamil Nadu,Rice,Kharif,2023,788.41,2869.06
Karnataka,Maize,Rabi,2021,472.82,1314.78
Punjab,Cotton,Kharif,2021,589.32,2670.72
Tamil Nadu,Maize,Kharif,2022,499.97,2127.97
Maharashtra,Rice,Rabi,2019,77.43,338.26
Karnataka,Rice,Kharif,2021,376.54,1408.09
Punjab,Maize,Rabi,2021,240.68,687.2
Karnataka,Maize,Kharif,2022,960.2,3177.29
Maharashtra,Maize,Kharif,2023,128.9,555.4
Maharashtra,Maize,Kharif,2020,623.67,2545.04
Karnataka,Wheat,Kharif,2022,908.39,4220.95
Tamil Nadu,Wheat,Kharif,2021,363.35,1613.99
Karnataka,Maize,Rabi,2021,134.31,533.2
Punjab,Maize,Kharif,2022,74.49,337.47
Tamil Nadu,Wheat,Rabi,2021,684.16,2515.35
Tamil Nadu,Rice,Rabi,2022,619.53,2955.58
Karnataka,Wheat,Rabi,2022,707.75,3215.87
Karnataka,Maize,Kharif,2022,999.02,2044.41
Karnataka,Cotton,Kharif,2020,524.99,1275.72
Tamil Nadu,Maize,Kharif,2022,768.87,2678.47
Maharashtra,Cotton,Rabi,2019,991.9,2639.83
Karnataka,Cotton,Rabi,2018,959.14,3613.74
Karnataka,Rice,Kharif,2019,17.09,81.16
Tamil Nadu,Maize,Kharif,2023,990.66,4918.44
Punjab,Wheat,Kharif,2023,905.47,2746.31
Maharashtra,Maize,Kharif,2021,752.09,3515.01
Karnataka,Wheat,Rabi,2021,304.51,1263.42
Tamil Nadu,Cotton,Kharif,2021,71.41,235.83
Punjab,Wheat,Rabi,2019,802.72,2510.84
Tamil Nadu,Wheat,Rabi,2020,89.69,326.45
Punjab,Cotton,Rabi,2022,133.17,495.04
Karnataka,Cotton,Kharif,2023,101.48,433.09
Maharashtra,Rice,Kharif,2023,229.78,821.25
Maharashtra,Wheat,Rabi,2018,673.32,3355.46
Tamil Nadu,Cotton,Rabi,2023,257.13,1177.97
Tamil Nadu,Cotton,Kharif,2022,429.32,1968.68
Punjab,Wheat,Kharif,2020,86.7,284.67
Maharashtra,Maize,Rabi,2021,205.8,928.2
Maharashtra,Rice,Rabi,2023,34.75,131.87
Maharashtra,Rice,Kharif,2020,143.88,524.49
Punjab,Cotton,Kharif,2022,243.42,1106.13
Maharashtra,Cotton,Kharif,2023,657.86,1746.03
Tamil Nadu,Wheat,Kharif,2022,186.92,637.26
Maharashtra,Cotton,Rabi,2019,265.39,906.56
Punjab,Rice,Kharif,2019,324.88,1293.74
Punjab,Cotton,Rabi,2019,220.95,930.63
Tamil Nadu,Rice,Kharif,2019,302.65,1478.75
Karnataka,Cotton,Kharif,2023,413.81,1794.22
Karnataka,Maize,Rabi,2023,838.35,2645.43
Punjab,Cotton,Kharif,2022,454.39,1018.67
Punjab,Wheat,Rabi,2022,260.12,913.39
Maharashtra,Maize,Rabi,2018,348.86,1561.01
Maharashtra,Wheat,Kharif,2020,510.15,2422.12
Karnataka,Maize,Kharif,2018,946.89,4091.15
Tamil Nadu,Maize,Kharif,2018,251.71,1202.24
Karnataka,Maize,Kharif,2019,706.24,1432.84
Tamil Nadu,Wheat,Kharif,2023,608.37,2905.96
Tamil Nadu,Wheat,Rabi,2021,603.97,2351.73
Punjab,Maize,Kharif,2020,200.83,735.08
Maharashtra,Wheat,Kharif,2021,750.84,3062.03
Tamil Nadu,Wheat,Rabi,2020,289.42,895.1
Karnataka,Maize,Kharif,2022,407.27,1382.43
Punjab,Rice,Kharif,2019,435.9,976.99
Maharashtra,Cotton,Rabi,2023,469.23,1266.5
Maharashtra,Maize,Kharif,2018,749.02,2502.62
Tamil Nadu,Cotton,Kharif,2018,231.86,860.27
Karnataka,Rice,Rabi,2022,109.84,369.26
Maharashtra,Cotton,Kharif,2020,581.16,2788.05
Karnataka,Maize,Rabi,2018,757.53,2513.49
Tamil Nadu,Rice,Kharif,2019,831.87,3590.99
Punjab,Wheat,Rabi,2019,918.79,2564.96
Tamil Nadu,Wheat,Kharif,2023,440.52,1184.29
Punjab,Rice,Rabi,2020,865.68,1893.35
Maharashtra,Cotton,Kharif,2023,591.18,2936.39
Punjab,Rice,Kharif,2023,321.43,716.54
Maharashtra,Cotton,Rabi,2018,670.78,2290.0
Tamil Nadu,Maize,Kharif,2020,951.11,2214.18
Punjab,Wheat,Rabi,2020,205.29,942.95
Tamil Nadu,Wheat,Kharif,2019,587.46,2173.68
Tamil Nadu,Cotton,Kharif,2020,383.79,1697.92
Maharashtra,Cotton,Kharif,2019,326.97,722.97
Tamil Nadu,Maize,Kharif,2023,719.51,1714.85
Maharashtra,Maize,Rabi,2023,555.57,1216.27
Karnataka,Wheat,Rabi,2020,37.81,103.55
Punjab,Cotton,Rabi,2020,436.48,1057.29
Tamil Nadu,Wheat,Kharif,2022,218.61,749.98
Karnataka,Wheat,Kharif,2023,390.53,1783.84
Karnataka,Wheat,Kharif,2021,170.03,706.02
Maharashtra,Wheat,Rabi,2022,379.98,1683.22
Tamil Nadu,Maize,Rabi,2021,548.42,1547.92
Karnataka,Wheat,Kharif,2022,226.38,616.48
Punjab,Wheat,Rabi,2019,720.73,3243.41
Tamil Nadu,Maize,Kharif,2021,614.37,1521.73
Punjab,Maize,Kharif,2019,888.11,3416.4
Tamil Nadu,Maize,Rabi,2020,70.56,176.55
Maharashtra,Rice,Kharif,2020,813.46,3295.7
Tamil Nadu,Rice,Rabi,2023,994.6,2778.54
Karnataka,Maize,Kharif,2020,844.72,3873.0
Tamil Nadu,Cotton,Rabi,2019,412.97,1058.1
Tamil Nadu,Cotton,Rabi,2018,877.79,4336.98
Maharashtra,Cotton,Kharif,2021,258.3,577.82
Tamil Nadu,Wheat,Rabi,2018,845.57,1908.76
Punjab,Wheat,Kharif,2020,987.38,4775.73
Punjab,Wheat,Rabi,2019,555.65,2417.92
Maharashtra,Cotton,Rabi,2018,422.02,1511.46
Tamil Nadu,Cotton,Kharif,2021,155.71,592.62
Karnataka,Maize,Rabi,2022,197.84,772.3
Punjab,Wheat,Kharif,2020,781.54,2810.74
Karnataka,Wheat,Kharif,2018,738.09,1876.11
Tamil Nadu,Cotton,Kharif,2023,586.47,2004.01
Maharashtra,Cotton,Rabi,2022,741.67,3085.06
Karnataka,Maize,Kharif,2022,119.89,378.34
Karnataka,Wheat,Kharif,2022,926.48,2239.5
Karnataka,Maize,Kharif,2019,196.42,761.34
Punjab,Wheat,Rabi,2022,421.32,1203.26
Tamil Nadu,Rice,Rabi,2023,75.0,218.91
Maharashtra,Rice,Kharif,2020,995.0,3774.24
Maharashtra,Rice,Kharif,2021,680.84,3395.15
Tamil Nadu,Rice,Rabi,2018,821.57,2729.26
Maharashtra,Maize,Rabi,2022,23.18,98.54
Tamil Nadu,Cotton,Rabi,2021,685.02,2357.69
Karnataka,Wheat,Kharif,2020,720.35,1655.0
Punjab,Cotton,Kharif,2018,215.43,771.0
Maharashtra,Maize,Kharif,2023,289.94,903.87
Tamil Nadu,Rice,Kharif,2020,854.7,3252.59
Tamil Nadu,Wheat,Rabi,2021,350.32,1032.61
Karnataka,Maize,Rabi,2018,93.74,349.1
Tamil Nadu,Rice,Rabi,2021,548.41,1472.92
Karnataka,Maize,Kharif,2022,372.29,1233.44
Tamil Nadu,Rice,Kharif,2021,231.83,855.49
Maharashtra,Maize,Kharif,2022,845.84,3407.73
Karnataka,Wheat,Rabi,2023,571.27,1146.28
Tamil Nadu,Rice,Kharif,2020,564.89,1363.57
Karnataka,Rice,Kharif,2022,828.17,1965.63
Karnataka,Cotton,Rabi,2020,476.31,1849.6
Maharashtra,Rice,Kharif,2021,411.23,1058.18
Punjab,Rice,Kharif,2021,539.45,2452.42
Tamil Nadu,Maize,Rabi,2019,811.48,3313.87
Maharashtra,Rice,Rabi,2018,384.41,1146.19
Maharashtra,Maize,Kharif,2021,173.04,490.6
Tamil Nadu,Wheat,Kharif,2019,739.78,1993.55
Punjab,Rice,Kharif,2019,538.46,2004.15
Punjab,Rice,Kharif,2022,829.22,2555.79
Maharashtra,Cotton,Rabi,2019,408.39,1454.25
Karnataka,Wheat,Kharif,2020,977.26,4422.3
Karnataka,Wheat,Kharif,2023,477.89,1966.57
Punjab,Wheat,Kharif,2023,388.41,1293.52
Tamil Nadu,Rice,Kharif,2021,399.95,1340.94
Punjab,Wheat,Rabi,2018,399.5,1583.65
Tamil Nadu,Cotton,Rabi,2021,917.66,4484.47
Punjab,Maize,Rabi,2021,619.19,2977.51
Maharashtra,Rice,Kharif,2019,539.54,1390.95
Maharashtra,Cotton,Kharif,2019,769.26,3799.86
Karnataka,Maize,Kharif,2020,333.02,821.66
Karnataka,Wheat,Rabi,2023,957.36,2814.93
Karnataka,Wheat,Kharif,2022,654.87,2732.34
Tamil Nadu,Wheat,Kharif,2019,447.35,916.84
Maharashtra,Cotton,Rabi,2020,861.39,3833.73
Punjab,Wheat,Rabi,2020,726.48,1963.2
Karnataka,Maize,Rabi,2019,938.13,4107.52
Tamil Nadu,Rice,Rabi,2019,526.01,2035.73
Punjab,Rice,Rabi,2021,449.06,1275.76
Maharashtra,Rice,Rabi,2019,447.66,2209.62
Karnataka,Cotton,Rabi,2020,436.62,1431.23
Maharashtra,Rice,Kharif,2019,414.93,1059.77
Tamil Nadu,Cotton,Rabi,2019,915.74,4001.1
Tamil Nadu,Rice,Kharif,2021,226.35,672.28
Punjab,Maize,Rabi,2018,641.71,3077.85
Tamil Nadu,Cotton,Kharif,2023,198.49,958.22
Karnataka,Maize,Rabi,2021,511.26,1944.15
Punjab,Rice,Rabi,2023,863.1,2776.53
Karnataka,Wheat,Rabi,2023,565.3,1292.05
Maharashtra,Rice,Kharif,2019,430.01,1906.56
Karnataka,Cotton,Rabi,2020,261.93,1288.9
Tamil Nadu,Rice,Kharif,2019,944.57,4522.44
Maharashtra,Wheat,Kharif,2020,72.89,313.54
Punjab,Rice,Kharif,2023,682.82,2084.65
Tamil Nadu,Rice,Kharif,2021,699.74,2503.89
Punjab,Maize,Rabi,2023,330.86,1063.36
Punjab,Cotton,Kharif,2018,734.36,1549.01
Maharashtra,Rice,Rabi,2021,821.54,3490.06
Maharashtra,Cotton,Rabi,2023,738.77,2508.26
Karnataka,Cotton,Kharif,2019,567.59,2159.48
Maharashtra,Rice,Rabi,2021,582.19,2275.56
Tamil Nadu,Maize,Rabi,2019,284.75,643.67
Punjab,Cotton,Kharif,2018,58.05,233.51
Tamil Nadu,Wheat,Kharif,2023,58.72,165.96
Punjab,Rice,Rabi,2020,64.59,290.07
Maharashtra,Cotton,Kharif,2019,453.04,2033.65
Punjab,Rice,Rabi,2022,983.43,4745.33
Tamil Nadu,Rice,Kharif,2023,672.61,1480.73
Tamil Nadu,Wheat,Kharif,2023,460.52,1776.5
Punjab,Maize,Rabi,2021,658.58,3121.75
Karnataka,Maize,Rabi,2019,235.51,1071.21
Punjab,Maize,Rabi,2021,408.15,1581.0
Punjab,Cotton,Rabi,2019,92.97,242.57
Punjab,Maize,Kharif,2018,636.76,2563.61
Karnataka,Maize,Rabi,2021,342.08,959.65
Punjab,Rice,Kharif,2020,970.76,4280.2
Punjab,Cotton,Kharif,2018,951.24,3165.63
Maharashtra,Wheat,Kharif,2021,541.48,1255.7
Tamil Nadu,Cotton,Rabi,2023,106.24,423.28
Tamil Nadu,Rice,Kharif,2023,294.79,1276.15
Tamil Nadu,Rice,Kharif,2018,305.74,1093.33
Tamil Nadu,Maize,Kharif,2019,138.66,451.83
Punjab,Rice,Rabi,2022,951.99,2969.34
Punjab,Rice,Rabi,2022,888.25,2976.45
Punjab,Maize,Kharif,2020,139.58,322.28
Punjab,Wheat,Kharif,2020,278.83,944.66
Tamil Nadu,Cotton,Kharif,2018,214.12,901.47
Punjab,Rice,Kharif,2020,890.86,3491.34
Karnataka,Rice,Kharif,2022,536.41,1105.12
Tamil Nadu,Rice,Kharif,2022,807.83,3105.33
Punjab,Maize,Kharif,2021,778.74,3606.19
Tamil Nadu,Cotton,Rabi,2018,942.51,2959.11
Maharashtra,Cotton,Rabi,2018,210.17,430.63
Karnataka,Rice,Rabi,2023,792.65,3083.05
Maharashtra,Rice,Rabi,2023,819.32,2445.91
Tamil Nadu,Rice,Rabi,2022,574.79,2316.74
Tamil Nadu,Rice,Rabi,2023,136.1,480.96
Maharashtra,Rice,Kharif,2022,190.71,855.68
Karnataka,Cotton,Rabi,2022,749.16,2281.06
Karnataka,Rice,Kharif,2018,25.79,128.5
Punjab,Maize,Kharif,2019,825.3,4021.49
Punjab,Maize,Kharif,2022,656.66,1425.71
Karnataka,Maize,Rabi,2021,750.9,1938.09
Punjab,Rice,Kharif,2023,96.02,393.99
Punjab,Cotton,Rabi,2018,123.07,497.06
Tamil Nadu,Maize,Rabi,2022,752.9,2028.65
Maharashtra,Rice,Kharif,2021,977.54,2552.89
Punjab,Wheat,Rabi,2020,54.9,255.48
Punjab,Wheat,Rabi,2021,212.59,922.85
Punjab,Maize,Rabi,2022,729.26,2401.25
Punjab,Rice,Rabi,2020,823.18,4046.4
Tamil Nadu,Cotton,Kharif,2021,210.6,952.81
Maharashtra,Cotton,Rabi,2018,692.96,3036.24
Maharashtra,Wheat,Rabi,2019,977.42,2698.66
Karnataka,Maize,Rabi,2022,123.39,556.34
Maharashtra,Rice,Rabi,2021,396.82,1850.19
Karnataka,Wheat,Kharif,2018,593.95,2067.73
Maharashtra,Rice,Kharif,2018,650.24,2722.49
Karnataka,Rice,Rabi,2021,538.58,1606.29
Karnataka,Rice,Kharif,2019,757.37,2156.31
Tamil Nadu,Maize,Kharif,2018,671.15,1843.23
Karnataka,Wheat,Rabi,2020,612.36,1281.68
Tamil Nadu,Maize,Rabi,2023,597.24,2526.37
Maharashtra,Wheat,Rabi,2023,858.82,2961.13
Karnataka,Rice,Kharif,2019,36.8,141.4
Maharashtra,Maize,Kharif,2019,802.34,2525.35
Karnataka,Cotton,Kharif,2023,245.98,1226.78
Karnataka,Wheat,Kharif,2018,245.61,554.35
Tamil Nadu,Maize,Kharif,2021,538.16,1375.76
Karnataka,Rice,Kharif,2023,790.85,2251.48
Karnataka,Cotton,Rabi,2020,362.05,1173.36
Tamil Nadu,Maize,Rabi,2021,872.46,4129.19
Tamil Nadu,Cotton,Rabi,2023,399.89,1191.28
Karnataka,Maize,Rabi,2022,60.29,182.03
Tamil Nadu,Wheat,Kharif,2021,769.69,2470.57
Maharashtra,Maize,Rabi,2019,981.38,3841.44
Maharashtra,Maize,Rabi,2019,101.12,446.01
Tamil Nadu,Maize,Rabi,2022,625.61,1613.67
Tamil Nadu,Rice,Rabi,2022,139.36,317.07
Tamil Nadu,Rice,Kharif,2023,841.26,3654.85
Karnataka,Maize,Rabi,2018,434.1,1110.24
Maharashtra,Wheat,Rabi,2019,981.9,2685.83
Maharashtra,Maize,Rabi,2019,557.5,1360.72
Tamil Nadu,Cotton,Kharif,2018,907.78,2321.9
Punjab,Cotton,Kharif,2022,458.93,1583.23
Karnataka,Maize,Kharif,2020,659.01,2327.13
Tamil Nadu,Maize,Rabi,2020,189.54,453.03
Tamil Nadu,Rice,Rabi,2022,91.54,381.17
Tamil Nadu,Rice,Rabi,2020,82.25,371.54
Maharashtra,Rice,Kharif,2018,289.65,700.04
Punjab,Rice,Rabi,2021,545.28,1647.41
Karnataka,Cotton,Kharif,2022,565.17,1666.64
Maharashtra,Wheat,Kharif,2022,976.42,3634.84
Punjab,Wheat,Rabi,2020,182.72,518.42
Punjab,Wheat,Kharif,2020,384.02,1057.11
Punjab,Cotton,Rabi,2020,756.58,2778.21
Tamil Nadu,Rice,Rabi,2020,628.45,2732.1
Tamil Nadu,Maize,Rabi,2019,372.38,1491.39
Karnataka,Cotton,Kharif,2018,70.35,244.42
Punjab,Wheat,Rabi,2022,789.77,2446.31
Tamil Nadu,Wheat,Kharif,2021,193.29,727.31
Maharashtra,Rice,Rabi,2021,191.76,880.35
Karnataka,Maize,Kharif,2020,466.63,2082.25
Punjab,Cotton,Rabi,2020,701.01,2255.57
Punjab,Wheat,Rabi,2018,289.15,1351.78
Punjab,Cotton,Rabi,2019,537.82,2463.1
Karnataka,Wheat,Kharif,2021,104.58,501.49
Karnataka,Rice,Kharif,2023,17.79,63.38
Karnataka,Rice,Rabi,2019,148.59,544.26
Maharashtra,Wheat,Rabi,2018,353.55,1522.32
Tamil Nadu,Rice,Rabi,2023,525.02,1209.41
Tamil Nadu,Cotton,Rabi,2021,986.1,4039.08
Maharashtra,Cotton,Kharif,2021,76.37,212.69
Karnataka,Rice,Kharif,2021,853.38,2729.32
Maharashtra,Cotton,Rabi,2018,391.53,1373.7
Karnataka,Cotton,Kharif,2019,598.99,2848.02
Tamil Nadu,Cotton,Rabi,2020,888.21,2630.98
Maharashtra,Wheat,Kharif,2019,631.84,2161.67
Tamil Nadu,Rice,Rabi,2021,168.06,667.2
Karnataka,Rice,Rabi,2020,333.95,1413.24
Karnataka,Rice,Rabi,2019,27.02,120.23
Tamil Nadu,Maize,Rabi,2021,434.37,1901.58
Punjab,Cotton,Kharif,2020,997.75,4033.01
Maharashtra,Wheat,Kharif,2020,932.37,3033.78
Punjab,Cotton,Kharif,2020,275.38,753.06
Karnataka,Rice,Kharif,2022,578.57,2325.62
Tamil Nadu,Cotton,Kharif,2019,901.71,3583.21
Karnataka,Cotton,Kharif,2020,306.79,1095.39
Karnataka,Cotton,Kharif,2020,433.7,963.34
Karnataka,Maize,Kharif,2019,159.95,602.92
Maharashtra,Cotton,Rabi,2023,519.33,2498.65
Karnataka,Maize,Rabi,2021,216.51,969.13
Punjab,Maize,Rabi,2023,768.46,2691.59
Tamil Nadu,Wheat,Kharif,2021,900.73,3572.32
Punjab,Wheat,Kharif,2022,388.48,1240.56
Karnataka,Maize,Rabi,2023,339.67,1243.94
Punjab,Wheat,Rabi,2023,74.63,169.34
Karnataka,Rice,Kharif,2022,341.26,1119.34
Punjab,Rice,Kharif,2023,965.97,4605.41
Tamil Nadu,Rice,Kharif,2021,772.78,2136.79
Tamil Nadu,Wheat,Rabi,2018,445.78,1890.8
Punjab,Maize,Rabi,2021,714.22,3089.88
Maharashtra,Wheat,Rabi,2018,686.09,1833.24
Karnataka,Cotton,Rabi,2022,297.11,1212.39
Karnataka,Wheat,Rabi,2019,844.42,3343.69
Punjab,Rice,Kharif,2023,572.5,2275.5
Punjab,Maize,Kharif,2019,321.45,1126.31
Tamil Nadu,Wheat,Rabi,2019,424.2,1086.14
Tamil Nadu,Wheat,Kharif,2020,314.5,948.98
Maharashtra,Cotton,Kharif,2019,269.14,1073.94
Tamil Nadu,Wheat,Kharif,2018,287.17,1176.9
Karnataka,Cotton,Rabi,2019,56.31,216.36
Tamil Nadu,Wheat,Kharif,2020,125.38,420.31
Punjab,Wheat,Kharif,2018,722.13,1671.27
Tamil Nadu,Maize,Rabi,2019,196.46,405.17
Maharashtra,Wheat,Kharif,2018,864.24,2344.97
Maharashtra,Rice,Rabi,2020,191.75,770.4
Karnataka,Cotton,Rabi,2020,697.1,1867.76
Karnataka,Rice,Rabi,2022,555.75,1808.61
Maharashtra,Rice,Rabi,2021,510.73,1905.86
